"","cruise","station","FishSpecies","FishNum","preyNum","preyTaxon","preyTaxa","preySpp","Ocularunits","Mag","prey_mm","Scope","preyCount","gutCount","Comments_prey","Comments_gut","forkLength","BEGIN_GMT_TOWDATE","average_depth","decimalLatitude","decimalLongitude","Llopiz_taxa","scientificNameID_preyTaxon","scientificName_preyTaxon","scientificName_Rank"
"608",201802,218,"S_sco","3",5,"CalanoidSmall",NA,NA,2.9,1.25,1.858974359,"M60",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"CalanoidSmall",85258,"Calanoida",NA
"609",201802,218,"S_sco","3",6,"CalanoidSmall",NA,NA,3.7,1.25,2.371794872,"M60",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"CalanoidSmall",85258,"Calanoida",NA
"610",201802,218,"S_sco","3",7,"CalanoidSmall",NA,NA,3.5,1.25,2.243589744,"M60",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"CalanoidSmall",85258,"Calanoida",NA
"611",201802,218,"S_sco","3",8,"CalanoidSmall",NA,NA,3.3,1.25,2.115384615,"M60",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"CalanoidSmall",85258,"Calanoida",NA
"612",201802,218,"S_sco","3",9,"CalanoidSmall",NA,NA,3.1,1.25,1.987179487,"M60",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"CalanoidSmall",85258,"Calanoida",NA
"613",201802,218,"S_sco","3",10,"CalanoidSmall",NA,NA,2.9,1.25,1.858974359,"M60",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"CalanoidSmall",85258,"Calanoida",NA
"614",201802,218,"S_sco","3",1,"CalanoidSmall","Temora",NA,4.7,2.5,1.484210528,"M60",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"Temora",85874,"Temora","Genus"
"615",201802,218,"S_sco","3",1,"Euphausiidae",NA,NA,2,1.25,1.282051282,"M60",NA,1472,"Calyptopis","Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"Euphausiidae",95500,"Euphausiidae","Family"
"616",201802,218,"S_sco","3",2,"Euphausiidae",NA,NA,1.25,2.5,0.394736843,"M60",NA,1472,"Calyptopis","Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"Euphausiidae",95500,"Euphausiidae","Family"
"617",201802,218,"S_sco","3",1,"Euphausiidae","Thysanopoda",NA,12.3,1.25,7.884615384,"M60",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"Thysanopoda",95582,"Thysanopoda","Genus"
"618",201802,218,"S_sco","3",1,"Caligidae",NA,NA,7.8,10,0.741,"M205C",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"Caligidae",89008,"Caligidae","Family"
"619",201802,218,"S_sco","3",2,"Caligidae",NA,NA,3,5,0.57,"M205C",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"Caligidae",89008,"Caligidae","Family"
"620",201802,218,"S_sco","3",3,"Caligidae",NA,NA,8.8,10,0.836,"M205C",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"Caligidae",89008,"Caligidae","Family"
"621",201802,218,"S_sco","3",4,"Caligidae",NA,NA,7.3,4,1.752,"M205C",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"Caligidae",89008,"Caligidae","Family"
"622",201802,218,"S_sco","3",5,"Caligidae",NA,NA,5.8,8,0.6844,"M205C",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"Caligidae",89008,"Caligidae","Family"
"623",201802,218,"S_sco","3",6,"Caligidae",NA,NA,2.7,5,0.513,"M205C",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"Caligidae",89008,"Caligidae","Family"
"624",201802,218,"S_sco","3",1,"FishRemains",NA,NA,10.7,0.8,10.7,"M60",NA,1472,NA,"Most of caudal fin gone",NA,2018-05-03 11:10:00,54,41.207385,-68.417145,"FishRemains",914179,"Gnathostomata",NA
"625",201802,169,"P_tri","1",1,"Appendicularia",NA,NA,1.6,0.8,1.6,"M60",NA,10,NA,NA,170,2018-04-20 13:16:00,124,40.02328,-69.687755,"Appendicularia",159664,"Appendicularia","Class"
"626",201802,169,"P_tri","1",2,"Appendicularia",NA,NA,2,0.8,2,"M60",NA,10,NA,NA,170,2018-04-20 13:16:00,124,40.02328,-69.687755,"Appendicularia",159664,"Appendicularia","Class"
"627",201802,169,"P_tri","1",3,"Appendicularia",NA,NA,1.9,1.25,1.217948718,"M60",NA,10,NA,NA,170,2018-04-20 13:16:00,124,40.02328,-69.687755,"Appendicularia",159664,"Appendicularia","Class"
"628",201802,169,"P_tri","1",4,"Appendicularia",NA,NA,2.2,1.25,1.41025641,"M60",NA,10,NA,NA,170,2018-04-20 13:16:00,124,40.02328,-69.687755,"Appendicularia",159664,"Appendicularia","Class"
"629",201802,169,"P_tri","1",5,"Appendicularia",NA,NA,2.3,1.25,1.474358974,"M60",NA,10,NA,NA,170,2018-04-20 13:16:00,124,40.02328,-69.687755,"Appendicularia",159664,"Appendicularia","Class"
"630",201802,169,"P_tri","1",6,"Appendicularia",NA,NA,1.7,1.25,1.08974359,"M60",NA,10,NA,NA,170,2018-04-20 13:16:00,124,40.02328,-69.687755,"Appendicularia",159664,"Appendicularia","Class"
"631",201802,154,"A_aes","1",1,"Chaetognatha",NA,NA,9.1,0.63,11.97368421,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"632",201802,154,"A_aes","1",2,"Chaetognatha",NA,NA,13.5,0.63,17.7631579,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"633",201802,154,"A_aes","1",3,"Chaetognatha",NA,NA,23.1,0.8,23.1,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"634",201802,154,"A_aes","1",4,"Chaetognatha",NA,NA,12.3,0.8,12.3,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"635",201802,154,"A_aes","1",5,"Chaetognatha",NA,NA,22,0.8,22,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"636",201802,154,"A_aes","1",6,"Chaetognatha",NA,NA,19.6,0.8,19.6,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"637",201802,154,"A_aes","1",7,"Chaetognatha",NA,NA,18.2,0.8,18.2,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"638",201802,154,"A_aes","1",8,"Chaetognatha",NA,NA,12.3,0.8,12.3,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"639",201802,154,"A_aes","1",9,"Chaetognatha",NA,NA,17.8,0.8,17.8,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"640",201802,154,"A_aes","1",10,"Chaetognatha",NA,NA,14.1,0.8,14.1,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"641",201802,154,"A_aes","1",1,"Cirripedia",NA,NA,1.9,1.6,0.94059406,"M60",NA,25,"Cyprid",NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Cirripedia",89433,"Cirripedia","Infraclass"
"642",201802,154,"A_aes","1",1,"Appendicularia",NA,NA,1.9,1.25,1.217948718,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"643",201802,154,"A_aes","1",2,"Appendicularia",NA,NA,1.5,1.25,0.961538462,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"644",201802,154,"A_aes","1",3,"Appendicularia",NA,NA,1.5,1.25,0.961538462,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"645",201802,154,"A_aes","1",4,"Appendicularia",NA,NA,1.6,1.6,0.792079208,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"646",201802,154,"A_aes","1",5,"Appendicularia",NA,NA,1.1,1.6,0.544554456,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"647",201802,154,"A_aes","1",6,"Appendicularia",NA,NA,1.9,1.6,0.94059406,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"648",201802,154,"A_aes","1",7,"Appendicularia",NA,NA,1.8,1.6,0.891089109,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"649",201802,154,"A_aes","1",8,"Appendicularia",NA,NA,1.7,1.6,0.841584159,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"650",201802,154,"A_aes","1",9,"Appendicularia",NA,NA,1.5,1.6,0.742574258,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"651",201802,154,"A_aes","1",10,"Appendicularia",NA,NA,2.2,1.6,1.089108911,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"652",201802,154,"A_aes","1",1,"Calanus",NA,NA,6.3,1.25,4.038461538,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"653",201802,154,"A_aes","1",1,"Parasite",NA,NA,8.5,0.8,8.5,"M60",NA,25,"Worm",NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Parasite",202423,"Animalia","Kingdom"
"654",201802,154,"A_aes","1",1,"CalanoidSmall",NA,NA,5.7,2.5,1.800000002,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"655",201802,154,"A_aes","1",2,"CalanoidSmall",NA,NA,3,1.25,1.923076923,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"656",201802,154,"A_aes","1",1,"Hyperiidae","Themisto",NA,6.7,1.25,4.294871795,"M60",NA,25,NA,NA,206,2018-04-18 17:39:00,62,40.244742,-72.239772,"Themisto",95167,"Themisto","Genus"
"657",201802,154,"C_har","1",1,"Chaetognatha",NA,NA,14,0.63,18.42105264,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"658",201802,154,"C_har","1",2,"Chaetognatha",NA,NA,15,0.8,15,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"659",201802,154,"C_har","1",3,"Chaetognatha",NA,NA,22.6,0.8,22.6,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"660",201802,154,"C_har","1",4,"Chaetognatha",NA,NA,15.6,0.8,15.6,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"661",201802,154,"C_har","1",5,"Chaetognatha",NA,NA,20.7,0.8,20.7,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"662",201802,154,"C_har","1",6,"Chaetognatha",NA,NA,19.7,0.8,19.7,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"663",201802,154,"C_har","1",7,"Chaetognatha",NA,NA,18.6,0.8,18.6,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"664",201802,154,"C_har","1",8,"Chaetognatha",NA,NA,16.6,0.8,16.6,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"665",201802,154,"C_har","1",9,"Chaetognatha",NA,NA,21.6,0.8,21.6,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"666",201802,154,"C_har","1",10,"Chaetognatha",NA,NA,19.3,0.8,19.3,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"667",201802,154,"C_har","1",1,"Parasite",NA,NA,6.3,1.25,4.038461538,"M60",NA,19,"Worm",NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Parasite",202423,"Animalia","Kingdom"
"668",201802,154,"C_har","1",2,"Parasite",NA,NA,4.8,0.8,4.8,"M60",NA,19,"Worm",NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Parasite",202423,"Animalia","Kingdom"
"669",201802,154,"C_har","1",3,"Parasite",NA,NA,1.4,0.8,1.4,"M60",NA,19,"Worm",NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Parasite",202423,"Animalia","Kingdom"
"670",201802,154,"C_har","1",1,"Appendicularia",NA,NA,1.3,0.8,1.3,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"671",201802,154,"C_har","1",2,"Appendicularia",NA,NA,8,0.8,8,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"672",201802,154,"C_har","1",3,"Appendicularia",NA,NA,1.5,0.8,1.5,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"673",201802,154,"C_har","1",4,"Appendicularia",NA,NA,2.1,0.8,2.1,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"674",201802,154,"C_har","1",1,"CalanoidSmall",NA,NA,7.4,2,2.901960786,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"675",201802,154,"C_har","1",2,"CalanoidSmall",NA,NA,7.1,2,2.784313727,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"676",201802,154,"C_har","1",3,"CalanoidSmall",NA,NA,6.4,2,2.509803923,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"677",201802,154,"C_har","1",1,"CalanoidSmall","Temora",NA,5.6,4,1.108910891,"M60",NA,19,NA,NA,248,2018-04-18 17:39:00,62,40.244742,-72.239772,"Temora",85874,"Temora","Genus"
"678",201802,161,"S_sco","1",1,"Appendicularia",NA,NA,2.6,1.25,1.666666667,"M60",NA,44,NA,NA,279,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"679",201802,161,"S_sco","1",2,"Appendicularia",NA,NA,2,1.25,1.282051282,"M60",NA,44,NA,NA,279,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"680",201802,161,"S_sco","1",3,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,44,NA,NA,279,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"681",201802,161,"S_sco","1",4,"Appendicularia",NA,NA,1.9,1.25,1.217948718,"M60",NA,44,NA,NA,279,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"682",201802,161,"S_sco","1",5,"Appendicularia",NA,NA,2.7,1.25,1.730769231,"M60",NA,44,NA,NA,279,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"683",201802,161,"S_sco","1",6,"Appendicularia",NA,NA,2,1.25,1.282051282,"M60",NA,44,NA,NA,279,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"684",201802,161,"S_sco","1",7,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,44,NA,NA,279,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"685",201802,161,"S_sco","1",8,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,44,NA,NA,279,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"686",201802,161,"S_sco","1",9,"Appendicularia",NA,NA,2.1,1.25,1.346153846,"M60",NA,44,NA,NA,279,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"687",201802,161,"S_sco","1",10,"Appendicularia",NA,NA,2,1.25,1.282051282,"M60",NA,44,NA,NA,279,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"688",201802,64,"A_pse","3",1,"Hyperiidae","Themisto",NA,4,0.63,5.263157896,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"689",201802,64,"A_pse","3",2,"Hyperiidae","Themisto",NA,3.3,0.63,4.342105264,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"690",201802,64,"A_pse","3",3,"Hyperiidae","Themisto",NA,2.7,0.63,3.55263158,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"691",201802,64,"A_pse","3",4,"Hyperiidae","Themisto",NA,4.1,1,3.306451613,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"692",201802,64,"A_pse","3",5,"Hyperiidae","Themisto",NA,9.6,1,7.741935485,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"693",201802,64,"A_pse","3",6,"Hyperiidae","Themisto",NA,6.8,1,5.483870968,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"694",201802,64,"A_pse","3",7,"Hyperiidae","Themisto",NA,3.9,1.25,2.5,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"695",201802,64,"A_pse","3",8,"Hyperiidae","Themisto",NA,7.6,1.25,4.871794872,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"696",201802,64,"A_pse","3",9,"Hyperiidae","Themisto",NA,7.7,1.25,4.935897436,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"697",201802,64,"A_pse","3",10,"Hyperiidae","Themisto",NA,9.8,1.25,6.282051282,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"698",201802,64,"A_pse","3",1,"Hyperiidae","Themistella",NA,4.6,0.63,6.05263158,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themistella",95164,"Themistella","Genus"
"699",201802,64,"A_pse","3",2,"Hyperiidae","Themistella",NA,6,1,4.838709678,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themistella",95164,"Themistella","Genus"
"700",201802,64,"A_pse","3",3,"Hyperiidae","Themistella",NA,7.1,1,5.725806452,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themistella",95164,"Themistella","Genus"
"701",201802,64,"A_pse","3",1,"Mysida","Neomysis",NA,11.2,1,9.032258066,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Neomysis",90054,"Neomysis","Genus"
"702",201802,64,"A_pse","3",1,"CalanoidSmall","Centropages",NA,6.1,3.2,1.487804878,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Centropages",85761,"Centropages","Genus"
"703",201802,64,"A_pse","3",2,"CalanoidSmall","Centropages",NA,4.1,3.2,1,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Centropages",85761,"Centropages","Genus"
"704",201802,64,"A_pse","3",3,"CalanoidSmall","Centropages",NA,5.8,3.2,1.414634146,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Centropages",85761,"Centropages","Genus"
"705",201802,64,"A_pse","3",4,"CalanoidSmall","Centropages",NA,5.9,3.2,1.43902439,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Centropages",85761,"Centropages","Genus"
"706",201802,64,"A_pse","3",1,"Caligidae",NA,NA,4.8,1,3.870967742,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Caligidae",89008,"Caligidae","Family"
"707",201802,64,"A_pse","3",2,"Caligidae",NA,NA,3.7,3.2,0.902439024,"M60",NA,41,NA,NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Caligidae",89008,"Caligidae","Family"
"708",201802,64,"A_pse","3",1,"Bivalvia",NA,NA,1.6,1,1.290322581,"M60",NA,41,"Veliger",NA,104,2018-03-29 06:20:00,48,40.71089,-72.272082,"Bivalvia",79118,"Bivalvia","Class"
"709",201802,218,"A_aes","1",1,"Appendicularia",NA,NA,2.2,1.6,1.089108911,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Appendicularia",159664,"Appendicularia","Class"
"710",201802,218,"A_aes","1",2,"Appendicularia",NA,NA,3.6,1.6,1.782178218,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Appendicularia",159664,"Appendicularia","Class"
"711",201802,218,"A_aes","1",3,"Appendicularia",NA,NA,2,1.6,0.99009901,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Appendicularia",159664,"Appendicularia","Class"
"712",201802,218,"A_aes","1",4,"Appendicularia",NA,NA,2.9,1.6,1.435643565,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Appendicularia",159664,"Appendicularia","Class"
"713",201802,218,"A_aes","1",5,"Appendicularia",NA,NA,3.1,1.6,1.534653466,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Appendicularia",159664,"Appendicularia","Class"
"714",201802,218,"A_aes","1",6,"Appendicularia",NA,NA,3.7,1.6,1.831683169,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Appendicularia",159664,"Appendicularia","Class"
"715",201802,218,"A_aes","1",7,"Appendicularia",NA,NA,3.3,1.6,1.633663367,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Appendicularia",159664,"Appendicularia","Class"
"716",201802,218,"A_aes","1",8,"Appendicularia",NA,NA,3.2,1.6,1.584158416,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Appendicularia",159664,"Appendicularia","Class"
"717",201802,218,"A_aes","1",9,"Appendicularia",NA,NA,2.3,1.6,1.138613862,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Appendicularia",159664,"Appendicularia","Class"
"718",201802,218,"A_aes","1",10,"Appendicularia",NA,NA,2.5,1.6,1.237623763,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Appendicularia",159664,"Appendicularia","Class"
"719",201802,218,"A_aes","1",1,"Metridia",NA,NA,4.5,1.6,2.227722773,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Metridia",85734,"Metridia","Genus"
"720",201802,218,"A_aes","1",2,"Metridia",NA,NA,4.6,1.6,2.277227723,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Metridia",85734,"Metridia","Genus"
"721",201802,218,"A_aes","1",3,"Metridia",NA,NA,5.3,1.6,2.623762377,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Metridia",85734,"Metridia","Genus"
"722",201802,218,"A_aes","1",4,"Metridia",NA,NA,4.5,1.6,2.227722773,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Metridia",85734,"Metridia","Genus"
"723",201802,218,"A_aes","1",5,"Metridia",NA,NA,4.1,1.6,2.029702971,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Metridia",85734,"Metridia","Genus"
"724",201802,218,"A_aes","1",6,"Metridia",NA,NA,3.8,1.6,1.881188119,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Metridia",85734,"Metridia","Genus"
"725",201802,218,"A_aes","1",7,"Metridia",NA,NA,4.2,1.6,2.079207921,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Metridia",85734,"Metridia","Genus"
"726",201802,218,"A_aes","1",8,"Metridia",NA,NA,3.8,1.6,1.881188119,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Metridia",85734,"Metridia","Genus"
"727",201802,218,"A_aes","1",9,"Metridia",NA,NA,4.2,1.6,2.079207921,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Metridia",85734,"Metridia","Genus"
"728",201802,218,"A_aes","1",10,"Metridia",NA,NA,4.2,1.6,2.079207921,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"Metridia",85734,"Metridia","Genus"
"729",201802,218,"A_aes","1",1,"CalanoidSmall",NA,NA,3.3,1.6,1.633663367,"M60",NA,3164,NA,NA,194,2018-05-03 11:10:00,54,41.207385,-68.417145,"CalanoidSmall",85258,"Calanoida",NA
