"","Cruise","Station","FishSpecies","FishNum","PreyNumber","GutItem","PreyTaxa","PreySpp","Ocularunits","Mag","Prey_mm","Scope","Total_prey","Total_gut","Comments_prey","Comments_gut","FL_mm","STRATUM","TOW","BEGIN_GMT_TOWDATE","TOWDUR","AVGDEPTH","BEGLAT","BEGLON","DECDEG_BEGLAT","DECDEG_BEGLON","Llopiz_taxa","TSN","Scientific Name","Rank Name"
"1034",201802,149,"A_aes","2",7,"FishRemains",NA,NA,17.8,0.63,23.42105264,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"FishRemains",914179,"Gnathostomata",NA
"1035",201802,149,"A_aes","2",8,"FishRemains",NA,NA,39,1.25,25,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"FishRemains",914179,"Gnathostomata",NA
"1036",201802,149,"A_aes","2",9,"FishRemains",NA,NA,16,0.63,21.05263158,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"FishRemains",914179,"Gnathostomata",NA
"1037",201802,149,"A_aes","2",10,"FishRemains",NA,NA,19,0.63,25.00000001,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"FishRemains",914179,"Gnathostomata",NA
"1038",201802,149,"A_aes","2",1,"Appendicularia",NA,NA,1.2,1.25,0.769230769,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"1039",201802,149,"A_aes","2",2,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"1040",201802,149,"A_aes","2",3,"Appendicularia",NA,NA,1.2,1.25,0.769230769,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"1041",201802,149,"A_aes","2",4,"Appendicularia",NA,NA,1.9,1.25,1.217948718,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"1042",201802,149,"A_aes","2",5,"Appendicularia",NA,NA,1.7,1.25,1.08974359,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"1043",201802,149,"A_aes","2",6,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"1044",201802,149,"A_aes","2",7,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"1045",201802,149,"A_aes","2",8,"Appendicularia",NA,NA,1.2,1.25,0.769230769,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"1046",201802,149,"A_aes","2",9,"Appendicularia",NA,NA,1.9,1.25,1.217948718,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"1047",201802,149,"A_aes","2",10,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"1048",201802,149,"A_aes","2",1,"Hyperiidae",NA,NA,1.4,1.25,0.897435897,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiidae",95108,"Hyperiidae","Family"
"1049",201802,149,"A_aes","2",1,"CalanoidSmall",NA,NA,3.4,1.25,2.179487179,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"CalanoidSmall",85258,"Calanoida",NA
"1050",201802,149,"A_aes","2",2,"CalanoidSmall",NA,NA,3.2,1.25,2.051282051,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"CalanoidSmall",85258,"Calanoida",NA
"1051",201802,149,"A_aes","2",3,"CalanoidSmall",NA,NA,2.3,1.25,1.474358974,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"CalanoidSmall",85258,"Calanoida",NA
"1052",201802,149,"A_aes","2",4,"CalanoidSmall",NA,NA,2.7,1.25,1.730769231,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"CalanoidSmall",85258,"Calanoida",NA
"1053",201802,149,"A_aes","2",5,"CalanoidSmall",NA,NA,3.1,1.25,1.987179487,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"CalanoidSmall",85258,"Calanoida",NA
"1054",201802,149,"A_aes","2",6,"CalanoidSmall",NA,NA,3.3,1.25,2.115384615,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"CalanoidSmall",85258,"Calanoida",NA
"1055",201802,149,"A_aes","2",1,"Hyperiidae","Hyperiella",NA,13.8,1.25,8.846153846,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"1056",201802,149,"A_aes","2",2,"Hyperiidae","Hyperiella",NA,6.8,0.63,8.947368423,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"1057",201802,149,"A_aes","2",3,"Hyperiidae","Hyperiella",NA,4.8,0.63,6.315789475,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"1058",201802,149,"A_aes","2",4,"Hyperiidae","Hyperiella",NA,8.3,0.8,8.3,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"1059",201802,149,"A_aes","2",5,"Hyperiidae","Hyperiella",NA,10.6,0.8,10.6,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"1060",201802,149,"A_aes","2",6,"Hyperiidae","Hyperiella",NA,12,1.25,7.692307692,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"1061",201802,149,"A_aes","2",7,"Hyperiidae","Hyperiella",NA,8.5,1.25,5.448717949,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"1062",201802,149,"A_aes","2",8,"Hyperiidae","Hyperiella",NA,9.8,1.25,6.282051282,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"1063",201802,149,"A_aes","2",9,"Hyperiidae","Hyperiella",NA,6.3,0.63,8.289473686,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"1064",201802,149,"A_aes","2",10,"Hyperiidae","Hyperiella",NA,11.6,1.25,7.435897436,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"1065",201802,149,"A_aes","2",1,"Oithona",NA,NA,1.4,1.25,0.897435897,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Oithona",88802,"Oithona","Genus"
"1066",201802,149,"A_aes","2",2,"Oithona",NA,NA,2.9,2.5,0.915789475,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Oithona",88802,"Oithona","Genus"
"1067",201802,149,"A_aes","2",3,"Oithona",NA,NA,2.6,3.2,0.634146341,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Oithona",88802,"Oithona","Genus"
"1068",201802,149,"A_aes","2",4,"Oithona",NA,NA,3.2,4,0.633663366,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Oithona",88802,"Oithona","Genus"
"1069",201802,149,"A_aes","2",5,"Oithona",NA,NA,2.6,3.2,0.634146341,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Oithona",88802,"Oithona","Genus"
"1070",201802,149,"A_aes","2",6,"Oithona",NA,NA,2.5,3.2,0.609756098,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Oithona",88802,"Oithona","Genus"
"1071",201802,149,"A_aes","2",7,"Oithona",NA,NA,1.7,1.25,1.08974359,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Oithona",88802,"Oithona","Genus"
"1072",201802,149,"A_aes","2",8,"Oithona",NA,NA,1.8,1.25,1.153846154,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Oithona",88802,"Oithona","Genus"
"1073",201802,149,"A_aes","2",1,"Chaetognatha",NA,NA,11.8,0.63,15.52631579,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Chaetognatha",158650,"Chaetognatha","Phylum"
"1074",201802,149,"A_aes","2",2,"Chaetognatha",NA,NA,14.3,0.63,18.81578948,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Chaetognatha",158650,"Chaetognatha","Phylum"
"1075",201802,149,"A_aes","2",3,"Chaetognatha",NA,NA,14.5,0.63,19.07894737,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Chaetognatha",158650,"Chaetognatha","Phylum"
"1076",201802,149,"A_aes","2",1,"Caligidae",NA,NA,5.94,1.25,3.807692308,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Caligidae",89008,"Caligidae","Family"
"1077",201802,149,"A_aes","2",2,"Caligidae",NA,NA,6,1.25,3.846153846,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Caligidae",89008,"Caligidae","Family"
"1078",201802,149,"A_aes","2",3,"Caligidae",NA,NA,4,1.25,2.564102564,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Caligidae",89008,"Caligidae","Family"
"1079",201802,149,"A_aes","2",4,"Caligidae",NA,NA,4.1,1.25,2.628205128,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Caligidae",89008,"Caligidae","Family"
"1080",201802,149,"A_aes","2",1,"CalanoidSmall","Temora",NA,3.8,3.2,0.926829268,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"Temora",85874,"Temora","Genus"
"1081",201802,149,"A_aes","2",1,"FishEgg",NA,NA,0.7,1.25,0.448717949,"M60",NA,1514,NA,NA,216,1060,1,2018-04-18 00:52:00,20.01,62,4053.1121,7126.3439,40.885202,-71.439065,"FishEgg",914179,"Gnathostomata",NA
"1082",201802,130,"A_aes","3",1,"Calanus",NA,NA,4.4,1.25,2.82051282,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Calanus",85263,"Calanus","Genus"
"1083",201802,130,"A_aes","3",2,"Calanus",NA,NA,4.2,1.25,2.692307692,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Calanus",85263,"Calanus","Genus"
"1084",201802,130,"A_aes","3",3,"Calanus",NA,NA,4.2,1.25,2.692307692,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Calanus",85263,"Calanus","Genus"
"1085",201802,130,"A_aes","3",4,"Calanus",NA,NA,3.9,1.25,2.5,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Calanus",85263,"Calanus","Genus"
"1086",201802,130,"A_aes","3",5,"Calanus",NA,NA,4,1.25,2.564102564,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Calanus",85263,"Calanus","Genus"
"1087",201802,130,"A_aes","3",6,"Calanus",NA,NA,4.7,1.25,3.012820513,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Calanus",85263,"Calanus","Genus"
"1088",201802,130,"A_aes","3",7,"Calanus",NA,NA,4,1.25,2.564102564,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Calanus",85263,"Calanus","Genus"
"1089",201802,130,"A_aes","3",8,"Calanus",NA,NA,4.3,1.25,2.756410256,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Calanus",85263,"Calanus","Genus"
"1090",201802,130,"A_aes","3",1,"CalanoidSmall",NA,NA,3.2,1.25,2.051282051,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"CalanoidSmall",85258,"Calanoida",NA
"1091",201802,130,"A_aes","3",2,"CalanoidSmall",NA,NA,2.9,1.25,1.858974359,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"CalanoidSmall",85258,"Calanoida",NA
"1092",201802,130,"A_aes","3",3,"CalanoidSmall",NA,NA,3,1.25,1.923076923,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"CalanoidSmall",85258,"Calanoida",NA
"1093",201802,130,"A_aes","3",4,"CalanoidSmall",NA,NA,3,1.25,1.923076923,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"CalanoidSmall",85258,"Calanoida",NA
"1094",201802,130,"A_aes","3",5,"CalanoidSmall",NA,NA,2.4,1.25,1.538461538,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"CalanoidSmall",85258,"Calanoida",NA
"1095",201802,130,"A_aes","3",6,"CalanoidSmall",NA,NA,2.1,1.25,1.346153846,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"CalanoidSmall",85258,"Calanoida",NA
"1096",201802,130,"A_aes","3",1,"CalanoidSmall","Centropages",NA,2.1,1.25,1.346153846,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Centropages",85761,"Centropages","Genus"
"1097",201802,130,"A_aes","3",2,"CalanoidSmall","Centropages",NA,2.6,1.25,1.666666667,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Centropages",85761,"Centropages","Genus"
"1098",201802,130,"A_aes","3",1,"Appendicularia",NA,NA,2.1,1.25,1.346153846,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"1099",201802,130,"A_aes","3",2,"Appendicularia",NA,NA,1.3,1.25,0.833333333,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"1100",201802,130,"A_aes","3",3,"Appendicularia",NA,NA,1.4,1.25,0.897435897,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"1101",201802,130,"A_aes","3",4,"Appendicularia",NA,NA,1,1.25,0.641025641,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"1102",201802,130,"A_aes","3",5,"Appendicularia",NA,NA,1,1.25,0.641025641,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"1103",201802,130,"A_aes","3",6,"Appendicularia",NA,NA,2.3,1.25,1.474358974,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"1104",201802,130,"A_aes","3",7,"Appendicularia",NA,NA,1.6,1.25,1.025641026,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"1105",201802,130,"A_aes","3",8,"Appendicularia",NA,NA,1.5,1.25,0.961538462,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"1106",201802,130,"A_aes","3",9,"Appendicularia",NA,NA,1.9,1.25,1.217948718,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"1107",201802,130,"A_aes","3",10,"Appendicularia",NA,NA,1.3,1.25,0.833333333,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"1108",201802,130,"A_aes","3",1,"Metridia",NA,NA,3.2,1.25,2.051282051,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Metridia",85734,"Metridia","Genus"
"1109",201802,130,"A_aes","3",1,"Oithona",NA,NA,1,1.25,0.641025641,"M60",NA,1350,NA,NA,213,1020,7,2018-04-03 19:19:00,19.97,66,3930.3086,7304.4266,39.505143,-73.073777,"Oithona",88802,"Oithona","Genus"
"1110",201802,68,"A_pse","3",1,"Euphausiidae","Thysanoessa",NA,25.3,1.25,16.21794872,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Thysanoessa",95571,"Thysanoessa","Genus"
"1111",201802,68,"A_pse","3",1,"Cumacea",NA,NA,10.3,1.25,6.602564102,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Cumacea",90745,"Cumacea","Order"
"1112",201802,68,"A_pse","3",1,"Bivalvia",NA,NA,0.5,1.25,0.320512821,"M60",NA,38,"Veliger",NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"1113",201802,68,"A_pse","3",2,"Bivalvia",NA,NA,0.6,1.25,0.384615385,"M60",NA,38,"Veliger",NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"1114",201802,68,"A_pse","3",3,"Bivalvia",NA,NA,0.5,1.25,0.320512821,"M60",NA,38,"Veliger",NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"1115",201802,68,"A_pse","3",4,"Bivalvia",NA,NA,0.6,1.25,0.384615385,"M60",NA,38,"Veliger",NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"1116",201802,68,"A_pse","3",5,"Bivalvia",NA,NA,0.6,1.25,0.384615385,"M60",NA,38,"Veliger",NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"1117",201802,68,"A_pse","3",6,"Bivalvia",NA,NA,0.6,1.25,0.384615385,"M60",NA,38,"Veliger",NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"1118",201802,68,"A_pse","3",7,"Bivalvia",NA,NA,0.5,1.25,0.320512821,"M60",NA,38,"Veliger",NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"1119",201802,68,"A_pse","3",8,"Bivalvia",NA,NA,0.5,1.25,0.320512821,"M60",NA,38,"Veliger",NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"1120",201802,68,"A_pse","3",9,"Bivalvia",NA,NA,0.6,1.25,0.384615385,"M60",NA,38,"Veliger",NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"1121",201802,68,"A_pse","3",10,"Bivalvia",NA,NA,0.5,1.25,0.320512821,"M60",NA,38,"Veliger",NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"1122",201802,68,"A_pse","3",1,"Appendicularia",NA,NA,2.2,1.25,1.41025641,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"1123",201802,68,"A_pse","3",2,"Appendicularia",NA,NA,2.4,1.25,1.538461538,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"1124",201802,68,"A_pse","3",3,"Appendicularia",NA,NA,2,1.25,1.282051282,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"1125",201802,68,"A_pse","3",4,"Appendicularia",NA,NA,2.3,1.25,1.474358974,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"1126",201802,68,"A_pse","3",5,"Appendicularia",NA,NA,1.6,1.25,1.025641026,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"1127",201802,68,"A_pse","3",6,"Appendicularia",NA,NA,1.1,1.25,0.705128205,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"1128",201802,68,"A_pse","3",7,"Appendicularia",NA,NA,1.3,1.25,0.833333333,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"1129",201802,68,"A_pse","3",8,"Appendicularia",NA,NA,1,1.25,0.641025641,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"1130",201802,68,"A_pse","3",9,"Appendicularia",NA,NA,0.8,1.25,0.512820513,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"1131",201802,68,"A_pse","3",10,"Appendicularia",NA,NA,1.7,1.25,1.08974359,"M60",NA,38,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"1132",201802,68,"A_pse","3",1,"Hyperiidae","Themisto",NA,5.8,1.25,3.717948718,"M60",NA,69,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"Themisto",95167,"Themisto","Genus"
"1133",201802,68,"A_pse","3",1,"FishRemains",NA,NA,15.6,0.63,20.52631579,"M60",NA,69,NA,NA,99,1010,5,2018-03-29 13:00:00,20.01,39,4040.2242,7235.3671,40.670403,-72.589452,"FishRemains",914179,"Gnathostomata",NA
"1134",201802,135,"P_tri","3",1,"Appendicularia",NA,NA,2.3,1.25,1.474358974,"M60",NA,69,NA,NA,121,1030,1,2018-04-04 06:56:00,20.02,122,3928.9707,7225.7492,39.482845,-72.429153,"Appendicularia",159664,"Appendicularia","Class"
"1135",201802,135,"P_tri","3",2,"Appendicularia",NA,NA,3.1,1.25,1.987179487,"M60",NA,69,NA,NA,121,1030,1,2018-04-04 06:56:00,20.02,122,3928.9707,7225.7492,39.482845,-72.429153,"Appendicularia",159664,"Appendicularia","Class"
