"","cruise","station","FishSpecies","FishNum","preyNum","preyTaxon","preyTaxa","preySpp","Ocularunits","Mag","prey_mm","Scope","preyCount","gutCount","Comments_prey","Comments_gut","forkLength","BEGIN_GMT_TOWDATE","average_depth","decimalLatitude","decimalLongitude","Llopiz_taxa","scientificNameID_preyTaxon","scientificName_preyTaxon","scientificName_Rank"
"294",201802,239,"A_aes","1",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",1,281,NA,NA,207,2018-05-06 10:10:00,51,41.73609,-68.155595,"CalanoidSmall",85258,"Calanoida",NA
"295",201802,239,"A_aes","1",NA,"Oithona",NA,NA,NA,NA,NA,"M60",1,281,NA,NA,207,2018-05-06 10:10:00,51,41.73609,-68.155595,"Oithona",88802,"Oithona","Genus"
"296",201802,239,"A_aes","1",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",2,281,NA,NA,207,2018-05-06 10:10:00,51,41.73609,-68.155595,"UnknownSoft",202423,"Animalia","Kingdom"
"297",201802,208,"S_sco","1",NA,"Gammaridea",NA,NA,NA,NA,NA,"M60",4,9,NA,NA,258,2018-05-02 02:01:00,31,40.918007,-70.191963,"Gammaridea",93295,"Gammaridea","Suborder"
"298",201802,208,"S_sco","1",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",4,9,NA,NA,258,2018-05-02 02:01:00,31,40.918007,-70.191963,"FishRemains",914179,"Gnathostomata",NA
"299",201802,208,"S_sco","1",NA,"Mysida",NA,NA,NA,NA,NA,"M60",1,9,NA,NA,258,2018-05-02 02:01:00,31,40.918007,-70.191963,"Mysida",89855,"Mysida","Order"
"300",201802,132,"P_tri","1",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",19,61,NA,NA,146,2018-04-04 00:34:00,142,39.281108,-72.585298,"UnknownSoft",202423,"Animalia","Kingdom"
"301",201802,132,"P_tri","1",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",42,61,NA,NA,146,2018-04-04 00:34:00,142,39.281108,-72.585298,"Appendicularia",159664,"Appendicularia","Class"
"302",201802,130,"A_aes","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",770,813,NA,NA,223,2018-04-03 19:19:00,66,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"303",201802,130,"A_aes","2",NA,"Hyperiidae",NA,NA,NA,NA,NA,"M60",6,813,NA,NA,223,2018-04-03 19:19:00,66,39.505143,-73.073777,"Hyperiidae",95108,"Hyperiidae","Family"
"304",201802,130,"A_aes","2",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",10,813,NA,NA,223,2018-04-03 19:19:00,66,39.505143,-73.073777,"CalanoidSmall",85258,"Calanoida",NA
"305",201802,130,"A_aes","2",NA,"Calanus",NA,NA,NA,NA,NA,"M60",3,813,NA,NA,223,2018-04-03 19:19:00,66,39.505143,-73.073777,"Calanus",85263,"Calanus","Genus"
"306",201802,130,"A_aes","2",NA,"CalanoidSmall","Centropages",NA,NA,NA,NA,"M60",1,813,NA,NA,223,2018-04-03 19:19:00,66,39.505143,-73.073777,"Centropages",85761,"Centropages","Genus"
"307",201802,130,"A_aes","2",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",23,813,NA,NA,223,2018-04-03 19:19:00,66,39.505143,-73.073777,"UnknownSoft",202423,"Animalia","Kingdom"
"308",201802,133,"P_tri","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",11,15,NA,NA,99,2018-04-04 02:36:00,198,39.182682,-72.564218,"Appendicularia",159664,"Appendicularia","Class"
"309",201802,133,"P_tri","3",NA,"Hyperiidae",NA,NA,NA,NA,NA,"M60",1,15,NA,NA,99,2018-04-04 02:36:00,198,39.182682,-72.564218,"Hyperiidae",95108,"Hyperiidae","Family"
"310",201802,133,"P_tri","3",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",3,15,NA,NA,99,2018-04-04 02:36:00,198,39.182682,-72.564218,"UnknownSoft",202423,"Animalia","Kingdom"
"311",201802,149,"A_aes","2",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",6,1514,"Cyprid",NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Cirripedia",89433,"Cirripedia","Infraclass"
"312",201802,149,"A_aes","2",NA,"Calanus",NA,NA,NA,NA,NA,"M60",6,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Calanus",85263,"Calanus","Genus"
"313",201802,149,"A_aes","2",NA,"CalanoidSmall","Centropages",NA,NA,NA,NA,"M60",1,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Centropages",85761,"Centropages","Genus"
"314",201802,149,"A_aes","2",NA,"Hyperiidae","Themistella",NA,NA,NA,NA,"M60",6,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Themistella",95164,"Themistella","Genus"
"315",201802,149,"A_aes","2",NA,"Hyperiidae","Themisto",NA,NA,NA,NA,"M60",1,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Themisto",95167,"Themisto","Genus"
"316",201802,149,"A_aes","2",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",38,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"FishRemains",914179,"Gnathostomata",NA
"317",201802,149,"A_aes","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",1376,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"318",201802,149,"A_aes","2",NA,"Hyperiidae",NA,NA,NA,NA,NA,"M60",13,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Hyperiidae",95108,"Hyperiidae","Family"
"319",201802,149,"A_aes","2",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",8,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"CalanoidSmall",85258,"Calanoida",NA
"320",201802,149,"A_aes","2",NA,"Hyperiidae","Hyperiella",NA,NA,NA,NA,"M60",13,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Hyperiella",95120,"Hyperiella","Genus"
"321",201802,149,"A_aes","2",NA,"Oithona",NA,NA,NA,NA,NA,"M60",8,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Oithona",88802,"Oithona","Genus"
"322",201802,149,"A_aes","2",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",11,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Chaetognatha",158650,"Chaetognatha","Phylum"
"323",201802,149,"A_aes","2",NA,"Caligidae",NA,NA,NA,NA,NA,"M60",4,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Caligidae",89008,"Caligidae","Family"
"324",201802,149,"A_aes","2",NA,"CalanoidSmall","Temora",NA,NA,NA,NA,"M60",1,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Temora",85874,"Temora","Genus"
"325",201802,149,"A_aes","2",NA,"FishEgg",NA,NA,NA,NA,NA,"M60",1,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"FishEgg",914179,"Gnathostomata",NA
"326",201802,149,"A_aes","2",NA,"Gastropoda","Limacina",NA,NA,NA,NA,"M60",2,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Limacina",76336,"Limacina","Genus"
"327",201802,149,"A_aes","2",NA,"Parasite",NA,NA,NA,NA,NA,"M60",1,1514,"Roundworm",NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Parasite",202423,"Animalia","Kingdom"
"328",201802,149,"A_aes","2",NA,"CopepodDigested",NA,NA,NA,NA,NA,"M60",3,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"CopepodDigested",85257,"Copepoda",NA
"329",201802,149,"A_aes","2",NA,"Gammaridea",NA,NA,NA,NA,NA,"M60",1,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"Gammaridea",93295,"Gammaridea","Suborder"
"330",201802,149,"A_aes","2",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",14,1514,NA,NA,216,2018-04-18 00:52:00,62,40.885202,-71.439065,"UnknownSoft",202423,"Animalia","Kingdom"
"331",201802,130,"A_aes","3",NA,"Calanus",NA,NA,NA,NA,NA,"M60",8,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"Calanus",85263,"Calanus","Genus"
"332",201802,130,"A_aes","3",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",6,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"CalanoidSmall",85258,"Calanoida",NA
"333",201802,130,"A_aes","3",NA,"CalanoidSmall","Centropages",NA,NA,NA,NA,"M60",2,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"Centropages",85761,"Centropages","Genus"
"334",201802,130,"A_aes","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",1304,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"Appendicularia",159664,"Appendicularia","Class"
"335",201802,130,"A_aes","3",NA,"Metridia",NA,NA,NA,NA,NA,"M60",1,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"Metridia",85734,"Metridia","Genus"
"336",201802,130,"A_aes","3",NA,"Oithona",NA,NA,NA,NA,NA,"M60",1,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"Oithona",88802,"Oithona","Genus"
"337",201802,130,"A_aes","3",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",8,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"UnknownSoft",202423,"Animalia","Kingdom"
"338",201802,130,"A_aes","3",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",4,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"Chaetognatha",158650,"Chaetognatha","Phylum"
"339",201802,130,"A_aes","3",NA,"CopepodUnknown",NA,NA,NA,NA,NA,"M60",9,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"CopepodUnknown",85257,"Copepoda",NA
"340",201802,130,"A_aes","3",NA,"Gastropoda",NA,NA,NA,NA,NA,"M60",3,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"Gastropoda",69459,"Gastropoda","Class"
"341",201802,130,"A_aes","3",NA,"Hyperiidae",NA,NA,NA,NA,NA,"M60",4,1350,NA,NA,213,2018-04-03 19:19:00,66,39.505143,-73.073777,"Hyperiidae",95108,"Hyperiidae","Family"
"342",201802,68,"A_pse","3",NA,"Euphausiidae","Thysanoessa",NA,NA,NA,NA,"M60",1,38,NA,NA,99,2018-03-29 13:00:00,39,40.670403,-72.589452,"Thysanoessa",95571,"Thysanoessa","Genus"
"343",201802,68,"A_pse","3",NA,"Cumacea",NA,NA,NA,NA,NA,"M60",1,38,NA,NA,99,2018-03-29 13:00:00,39,40.670403,-72.589452,"Cumacea",90745,"Cumacea","Order"
"344",201802,68,"A_pse","3",NA,"Bivalvia",NA,NA,NA,NA,NA,"M60",10,38,"Veliger",NA,99,2018-03-29 13:00:00,39,40.670403,-72.589452,"Bivalvia",79118,"Bivalvia","Class"
"345",201802,68,"A_pse","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",15,38,NA,NA,99,2018-03-29 13:00:00,39,40.670403,-72.589452,"Appendicularia",159664,"Appendicularia","Class"
"346",201802,68,"A_pse","3",NA,"Hyperiidae","Themisto",NA,NA,NA,NA,"M60",1,38,NA,NA,99,2018-03-29 13:00:00,39,40.670403,-72.589452,"Themisto",95167,"Themisto","Genus"
"347",201802,68,"A_pse","3",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",5,38,NA,NA,99,2018-03-29 13:00:00,39,40.670403,-72.589452,"FishRemains",914179,"Gnathostomata",NA
"348",201802,68,"A_pse","3",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",4,38,NA,NA,99,2018-03-29 13:00:00,39,40.670403,-72.589452,"UnknownSoft",202423,"Animalia","Kingdom"
"349",201802,68,"A_pse","3",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",1,38,NA,NA,99,2018-03-29 13:00:00,39,40.670403,-72.589452,"Chaetognatha",158650,"Chaetognatha","Phylum"
"350",201802,135,"P_tri","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",37,69,NA,NA,121,2018-04-04 06:56:00,122,39.482845,-72.429153,"Appendicularia",159664,"Appendicularia","Class"
"351",201802,135,"P_tri","3",NA,"Calanus",NA,NA,NA,NA,NA,"M60",1,69,NA,NA,121,2018-04-04 06:56:00,122,39.482845,-72.429153,"Calanus",85263,"Calanus","Genus"
"352",201802,135,"P_tri","3",NA,"Euphausiidae",NA,NA,NA,NA,NA,"M60",2,69,"Calyptopis",NA,121,2018-04-04 06:56:00,122,39.482845,-72.429153,"Euphausiidae",95500,"Euphausiidae","Family"
"353",201802,135,"P_tri","3",NA,"Hyperiidae","Themisto",NA,NA,NA,NA,"M60",1,69,NA,NA,121,2018-04-04 06:56:00,122,39.482845,-72.429153,"Themisto",95167,"Themisto","Genus"
"354",201802,135,"P_tri","3",NA,"Metridia",NA,NA,NA,NA,NA,"M60",1,69,NA,NA,121,2018-04-04 06:56:00,122,39.482845,-72.429153,"Metridia",85734,"Metridia","Genus"
"355",201802,135,"P_tri","3",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",27,69,NA,NA,121,2018-04-04 06:56:00,122,39.482845,-72.429153,"UnknownSoft",202423,"Animalia","Kingdom"
"356",201802,208,"S_sco","3",NA,"Gammaridea",NA,NA,NA,NA,NA,"M60",8,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Gammaridea",93295,"Gammaridea","Suborder"
"357",201802,208,"S_sco","3",NA,"Gammaridea",NA,NA,NA,NA,NA,"M60",39,111,"juvenile",NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Gammaridea",93295,"Gammaridea","Suborder"
"358",201802,208,"S_sco","3",NA,"Caligidae",NA,NA,NA,NA,NA,"M60",3,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Caligidae",89008,"Caligidae","Family"
"359",201802,208,"S_sco","3",NA,"Calanus",NA,NA,NA,NA,NA,"M60",9,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Calanus",85263,"Calanus","Genus"
"360",201802,208,"S_sco","3",NA,"Euphausiidae","Thysanopoda",NA,NA,NA,NA,"M60",6,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Thysanopoda",95582,"Thysanopoda","Genus"
"361",201802,208,"S_sco","3",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",9,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"CalanoidSmall",85258,"Calanoida",NA
"362",201802,208,"S_sco","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",2,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Appendicularia",159664,"Appendicularia","Class"
"363",201802,208,"S_sco","3",NA,"Decapoda","Penaeidae",NA,NA,NA,NA,"M60",1,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Penaeidae",95602,"Penaeidae","Family"
"364",201802,208,"S_sco","3",NA,"Decapoda","Caridea",NA,NA,NA,NA,"M60",3,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Caridea",96106,"Caridea","Infraorder"
"365",201802,208,"S_sco","3",NA,"CalanoidSmall","Centropages",NA,NA,NA,NA,"M60",1,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Centropages",85761,"Centropages","Genus"
"366",201802,208,"S_sco","3",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",9,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Chaetognatha",158650,"Chaetognatha","Phylum"
"367",201802,208,"S_sco","3",NA,"CopepodDigested",NA,NA,NA,NA,NA,"M60",11,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"CopepodDigested",85257,"Copepoda",NA
"368",201802,208,"S_sco","3",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",4,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"FishRemains",914179,"Gnathostomata",NA
"369",201802,208,"S_sco","3",NA,"Hyperiidae",NA,NA,NA,NA,NA,"M60",1,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Hyperiidae",95108,"Hyperiidae","Family"
"370",201802,208,"S_sco","3",NA,"Mysida",NA,NA,NA,NA,NA,"M60",1,111,NA,NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Mysida",89855,"Mysida","Order"
"371",201802,208,"S_sco","3",NA,"Parasite",NA,NA,NA,NA,NA,"M60",4,111,"Roundworm",NA,289,2018-05-02 02:01:00,31,40.918007,-70.191963,"Parasite",202423,"Animalia","Kingdom"
"372",201802,240,"S_sco","1",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",2,13,NA,NA,250,2018-05-06 13:23:00,85,41.538393,-68.492108,"CalanoidSmall",85258,"Calanoida",NA
"373",201802,240,"S_sco","1",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",1,13,"Cyprid",NA,250,2018-05-06 13:23:00,85,41.538393,-68.492108,"Cirripedia",89433,"Cirripedia","Infraclass"
"374",201802,240,"S_sco","1",NA,"Hydrachnidae",NA,NA,NA,NA,NA,"M60",1,13,NA,NA,250,2018-05-06 13:23:00,85,41.538393,-68.492108,"Hydrachnidae",83122,"Hydrachnidae","Family"
"375",201802,240,"S_sco","1",NA,"Oithona",NA,NA,NA,NA,NA,"M60",1,13,NA,NA,250,2018-05-06 13:23:00,85,41.538393,-68.492108,"Oithona",88802,"Oithona","Genus"
"376",201802,240,"S_sco","1",NA,"CopepodUnknown",NA,NA,NA,NA,NA,"M60",5,13,NA,NA,250,2018-05-06 13:23:00,85,41.538393,-68.492108,"CopepodUnknown",85257,"Copepoda",NA
"377",201802,240,"S_sco","1",NA,"Calanus",NA,NA,NA,NA,NA,"M60",3,13,NA,NA,250,2018-05-06 13:23:00,85,41.538393,-68.492108,"Calanus",85263,"Calanus","Genus"
"378",201802,141,"A_pse","1",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",6,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"CalanoidSmall",85258,"Calanoida",NA
"379",201802,141,"A_pse","1",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",1243,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"Appendicularia",159664,"Appendicularia","Class"
"380",201802,141,"A_pse","1",NA,"Calanus",NA,NA,NA,NA,NA,"M60",18,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"Calanus",85263,"Calanus","Genus"
"381",201802,141,"A_pse","1",NA,"Metridia",NA,NA,NA,NA,NA,"M60",1,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"Metridia",85734,"Metridia","Genus"
"382",201802,141,"A_pse","1",NA,"Oithona",NA,NA,NA,NA,NA,"M60",3,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"Oithona",88802,"Oithona","Genus"
"383",201802,141,"A_pse","1",NA,"CalanoidSmall","Eurytemora",NA,NA,NA,NA,"M60",1,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"Eurytemora",85862,"Eurytemora","Genus"
"384",201802,141,"A_pse","1",NA,"Hyperiidae","Themisto",NA,NA,NA,NA,"M60",2,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"Themisto",95167,"Themisto","Genus"
"385",201802,141,"A_pse","1",NA,"FishEgg",NA,NA,NA,NA,NA,"M60",2,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"FishEgg",914179,"Gnathostomata",NA
"386",201802,141,"A_pse","1",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",1,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"UnknownSoft",202423,"Animalia","Kingdom"
"387",201802,141,"A_pse","1",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",10,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"Chaetognatha",158650,"Chaetognatha","Phylum"
"388",201802,141,"A_pse","1",NA,"CopepodUnknown",NA,NA,NA,NA,NA,"M60",8,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"CopepodUnknown",85257,"Copepoda",NA
"389",201802,141,"A_pse","1",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",1,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"FishRemains",914179,"Gnathostomata",NA
"390",201802,141,"A_pse","1",NA,"Hyperiidae",NA,NA,NA,NA,NA,"M60",1,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"Hyperiidae",95108,"Hyperiidae","Family"
"391",201802,141,"A_pse","1",NA,"Gastropoda","Limacina",NA,NA,NA,NA,"M60",8,1305,NA,NA,221,2018-04-15 00:40:00,56,40.931383,-71.544113,"Limacina",76336,"Limacina","Genus"
"392",201802,65,"A_pse","2",NA,"Caligidae",NA,NA,NA,NA,NA,"M60",2,13,NA,NA,114,2018-03-29 08:03:00,34,40.797907,-72.341923,"Caligidae",89008,"Caligidae","Family"
"393",201802,65,"A_pse","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",2,13,NA,NA,114,2018-03-29 08:03:00,34,40.797907,-72.341923,"Appendicularia",159664,"Appendicularia","Class"
"394",201802,65,"A_pse","2",NA,"CalanoidSmall","Centropages",NA,NA,NA,NA,"M60",5,13,NA,NA,114,2018-03-29 08:03:00,34,40.797907,-72.341923,"Centropages",85761,"Centropages","Genus"
"395",201802,65,"A_pse","2",NA,"FishEgg",NA,NA,NA,NA,NA,"M60",1,13,NA,NA,114,2018-03-29 08:03:00,34,40.797907,-72.341923,"FishEgg",914179,"Gnathostomata",NA
"396",201802,65,"A_pse","2",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",3,13,NA,NA,114,2018-03-29 08:03:00,34,40.797907,-72.341923,"FishRemains",914179,"Gnathostomata",NA
"397",201802,64,"A_pse","1",NA,"Hyperiidae","Themisto",NA,NA,NA,NA,"M60",131,208,NA,NA,190,2018-03-29 06:20:00,48,40.71089,-72.272082,"Themisto",95167,"Themisto","Genus"
"398",201802,64,"A_pse","1",NA,"Caligidae",NA,NA,NA,NA,NA,"M60",8,208,NA,NA,190,2018-03-29 06:20:00,48,40.71089,-72.272082,"Caligidae",89008,"Caligidae","Family"
"399",201802,64,"A_pse","1",NA,"Hyperiidae","Hyperia",NA,NA,NA,NA,"M60",22,208,NA,NA,190,2018-03-29 06:20:00,48,40.71089,-72.272082,"Hyperia",95109,"Hyperia","Genus"
"400",201802,64,"A_pse","1",NA,"Bivalvia",NA,NA,NA,NA,NA,"M60",1,208,"Veliger",NA,190,2018-03-29 06:20:00,48,40.71089,-72.272082,"Bivalvia",79118,"Bivalvia","Class"
"401",201802,64,"A_pse","1",NA,"CalanoidSmall","Centropages",NA,NA,NA,NA,"M60",2,208,NA,NA,190,2018-03-29 06:20:00,48,40.71089,-72.272082,"Centropages",85761,"Centropages","Genus"
"402",201802,64,"A_pse","1",NA,"CopepodDigested",NA,NA,NA,NA,NA,"M60",3,208,NA,NA,190,2018-03-29 06:20:00,48,40.71089,-72.272082,"CopepodDigested",85257,"Copepoda",NA
"403",201802,64,"A_pse","1",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",5,208,NA,NA,190,2018-03-29 06:20:00,48,40.71089,-72.272082,"FishRemains",914179,"Gnathostomata",NA
"404",201802,64,"A_pse","1",NA,"Gastropoda",NA,NA,NA,NA,NA,"M60",2,208,NA,NA,190,2018-03-29 06:20:00,48,40.71089,-72.272082,"Gastropoda",69459,"Gastropoda","Class"
"405",201802,64,"A_pse","1",NA,"Hyperiidae",NA,NA,NA,NA,NA,"M60",34,208,NA,NA,190,2018-03-29 06:20:00,48,40.71089,-72.272082,"Hyperiidae",95108,"Hyperiidae","Family"
"406",201802,64,"A_pse","1",NA,"Parasite",NA,NA,NA,NA,NA,"M60",4,NA,"Roundworm",NA,190,2018-03-29 06:20:00,48,40.71089,-72.272082,"Parasite",202423,"Animalia","Kingdom"
"407",201802,149,"A_pse","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",6,13,NA,NA,116,2018-04-18 00:52:00,62,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"408",201802,149,"A_pse","3",NA,"Calanus",NA,NA,NA,NA,NA,"M60",1,13,"C5",NA,116,2018-04-18 00:52:00,62,40.885202,-71.439065,"Calanus",85263,"Calanus","Genus"
"409",201802,149,"A_pse","3",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",2,13,NA,NA,116,2018-04-18 00:52:00,62,40.885202,-71.439065,"Chaetognatha",158650,"Chaetognatha","Phylum"
"410",201802,149,"A_pse","3",NA,"CopepodDigested",NA,NA,NA,NA,NA,"M60",4,13,NA,NA,116,2018-04-18 00:52:00,62,40.885202,-71.439065,"CopepodDigested",85257,"Copepoda",NA
"411",201802,149,"A_aes","1",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",5,7,"Cyprid",NA,188,2018-04-18 00:52:00,62,40.885202,-71.439065,"Cirripedia",89433,"Cirripedia","Infraclass"
"412",201802,149,"A_aes","1",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",2,7,NA,NA,188,2018-04-18 00:52:00,62,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"413",201802,131,"A_aes","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",39,40,NA,NA,207,2018-04-03 20:46:00,68,39.576245,-73.02817,"Appendicularia",159664,"Appendicularia","Class"
"414",201802,131,"A_aes","2",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",1,40,"Cyprid",NA,207,2018-04-03 20:46:00,68,39.576245,-73.02817,"Cirripedia",89433,"Cirripedia","Infraclass"
"415",201802,136,"P_tri","1",NA,"Sapphirinidae","Sapphirina",NA,NA,NA,NA,"MZ12",2,105,NA,NA,164,2018-04-04 10:42:00,194,39.598045,-72.065113,"Sapphirina",88831,"Sapphirina","Genus"
"416",201802,136,"P_tri","1",NA,"FishEgg",NA,NA,NA,NA,NA,"MZ12",6,105,NA,NA,164,2018-04-04 10:42:00,194,39.598045,-72.065113,"FishEgg",914179,"Gnathostomata",NA
"417",201802,136,"P_tri","1",NA,"UnknownSoft",NA,NA,NA,NA,NA,"MZ12",97,105,NA,NA,164,2018-04-04 10:42:00,194,39.598045,-72.065113,"UnknownSoft",202423,"Animalia","Kingdom"
"418",201802,172,"P_tri","3",NA,"CopepodDigested",NA,NA,NA,NA,NA,"MZ12",2,9,NA,NA,85,2018-04-20 22:20:00,89,40.332138,-69.108743,"CopepodDigested",85257,"Copepoda",NA
"419",201802,172,"P_tri","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"MZ12",7,9,NA,NA,85,2018-04-20 22:20:00,89,40.332138,-69.108743,"Appendicularia",159664,"Appendicularia","Class"
"420",201802,150,"A_aes","3",NA,"Hyperiidae","Hyperia",NA,NA,NA,NA,"MZ12",9,48,NA,"Ends of caudal fin cut off",195,2018-04-18 03:45:00,69,40.696722,-71.487238,"Hyperia",95109,"Hyperia","Genus"
